"Exam Board","Exam Type","Subject","Module","Topic","Sub Topic"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 2: Varieties in Language and Literature","Section B: Language Discourses","Exploring how language is used to create and maintain power relationships"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 2: Varieties in Language and Literature","Section B: Language Discourses","Analysing how texts construct meanings and representations"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 2: Varieties in Language and Literature","Section A: Language Diversity","Evaluating different theories of language change and variation"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 2: Varieties in Language and Literature","Section A: Language Diversity","Investigating how language changes in different contexts and over time"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 2: Varieties in Language and Literature","Section A: Language Diversity","Exploring different social groups and their language use"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 1: Voices in Speech and Writing","Section B: Spoken Language","Evaluating different approaches to spoken language analysis"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 1: Voices in Speech and Writing","Section B: Spoken Language","Analysing spoken language data and transcripts"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 1: Voices in Speech and Writing","Section A: Meanings and Representations","Analysing how language creates representations of people, events, and ideas"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 1: Voices in Speech and Writing","Section A: Meanings and Representations","Exploring how meanings are created through language choices"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 2: Language diversity and change","Language discourses","Representations of language diversity and change"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 2: Language diversity and change","Language discourses","Debates about language diversity and change"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 2: Language diversity and change","Language discourses","Attitudes towards language diversity and change"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 2: Language diversity and change","Diversity and change","Language change"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 2: Language diversity and change","Diversity and change","Language diversity"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Children's language development","Influences on children’s language development"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Children's language development","How children’s language develops"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Children's language development","Stages of children’s language development: reading and writing"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Children's language development","Stages of children’s language development: spoken language"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Children's language development","Theories of language acquisition"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Textual variations and representations","Audience"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Textual variations and representations","Purpose"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Textual variations and representations","Mode"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Textual variations and representations","Register"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Textual variations and representations","How variations in language reflect social contexts"
"Edexcel","A-LEVEL","English Language (A-Level)","Component 1: Language, the individual and society","Textual variations and representations","How meaning is conveyed through language choices"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 3: Theatre Makers in Practice","Research investigation","Analysing and evaluating the work of theatre makers"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 3: Theatre Makers in Practice","Research investigation","Applying knowledge and understanding of the work of theatre makers"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 3: Theatre Makers in Practice","Research investigation","Investigating the work of theatre makers"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 3: Theatre Makers in Practice","Live theatre evaluation","Developing understanding of how theatre makers collaborate to create theatre"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 3: Theatre Makers in Practice","Live theatre evaluation","Analysing and evaluating the work of live theatre makers"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 3: Theatre Makers in Practice","Live theatre evaluation","Evaluating the relationship between theatrical elements"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 2: Text in Performance","Practical exploration and interpretation of performance texts","Creating and developing performance work"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 2: Text in Performance","Practical exploration and interpretation of performance texts","Researching and interpreting performance texts"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 2: Text in Performance","Practical exploration and interpretation of performance texts","Exploring performance styles and approaches"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 2: Text in Performance","A portfolio of analytical and evaluative essays","Exploring a variety of social, historical, cultural and political contexts"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 2: Text in Performance","A portfolio of analytical and evaluative essays","Analysing and evaluating performance texts"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 2: Text in Performance","A portfolio of analytical and evaluative essays","Interpreting plays from different periods and genres"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 1: Devising","Performance and evaluation","Evaluating devising process and performance"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 1: Devising","Performance and evaluation","Integrating elements to create performance"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 1: Devising","Performance and evaluation","Refining through rehearsal"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 1: Devising","Devising from a stimulus","Collaboration and devising"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 1: Devising","Devising from a stimulus","Researching and exploring stimuli"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 1: Devising","Devising from a stimulus","Responding practically to stimuli"
"Edexcel","A-LEVEL","Drama and Theatre (A-Level)","Component 1: Devising","Devising from a stimulus","Developing ideas and creating performance material"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 4: The Impact of the 1978 Reform and Opening Up on China (1978年改革开放对中国的影响)","Sino-British Relations (中英关系)","Educational exchange (教育交流)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 4: The Impact of the 1978 Reform and Opening Up on China (1978年改革开放对中国的影响)","Sino-British Relations (中英关系)","Cultural exchange (文化交流)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 4: The Impact of the 1978 Reform and Opening Up on China (1978年改革开放对中国的影响)","Sino-British Relations (中英关系)","Trade (贸易)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 4: The Impact of the 1978 Reform and Opening Up on China (1978年改革开放对中国的影响)","Transformation (变革)","Urban migration (城市移民)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 4: The Impact of the 1978 Reform and Opening Up on China (1978年改革开放对中国的影响)","Transformation (变革)","Megacities (超级大都市)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 4: The Impact of the 1978 Reform and Opening Up on China (1978年改革开放对中国的影响)","Transformation (变革)","Gap between rich and poor (贫富差距)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 3: The Evolving Chinese Society (演变中的华人社会)","Economy and Environment (经济与环境)","Environmental protection (环境保护)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 3: The Evolving Chinese Society (演变中的华人社会)","Economy and Environment (经济与环境)","Economic development (经济发展)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 3: The Evolving Chinese Society (演变中的华人社会)","Communication and Technology (通讯与科技)","Internet and social media (互联网和社交媒体)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 2: Chinese Culture (中国文化)","Cultural Activities (文化活动)","Film, television, music and reading (related to Chinese culture) (电影；电视；音乐和阅读(与中国文化有关))"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 2: Chinese Culture (中国文化)","Traditions (传统)","Festivals (Spring Festival, Dragon Boat Festival, Mid-Autumn Festival, Qingming Festival) and customs (节日（春节；端午节；中秋节；清明节）和习俗)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 1: Contemporary Chinese Society and Change (当代华人社会变迁)","Education and Work (教育与工作)","Work-life balance (工作和生活的平衡)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 1: Contemporary Chinese Society and Change (当代华人社会变迁)","Education and Work (教育与工作)","Job opportunities (工作机会)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 1: Contemporary Chinese Society and Change (当代华人社会变迁)","Education and Work (教育与工作)","School life and student issues (学校生活和学生议题)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 1: Contemporary Chinese Society and Change (当代华人社会变迁)","Family (家庭)","Family planning and ageing population (家庭计划和人口老龄化)"
"Edexcel","A-LEVEL","Chinese (A-Level)","Theme 1: Contemporary Chinese Society and Change (当代华人社会变迁)","Family (家庭)","Family structure and generation gap (家庭结构和代沟)"
"Edexcel","A-LEVEL","Business Studies (A-Level)","Theme 3: Investigating Small Businesses","3.2 Growing a business","External sources of finance"
"Edexcel","A-LEVEL","Business Studies (A-Level)","Theme 3: Investigating Small Businesses","3.2 Growing a business","Internal sources of finance"
"Edexcel","A-LEVEL","Business Studies (A-Level)","Theme 3: Investigating Small Businesses","3.2 Growing a business","External growth"
"Edexcel","A-LEVEL","Business Studies (A-Level)","Theme 3: Investigating Small Businesses","3.2 Growing a business","Internal growth"
"Edexcel","A-LEVEL","Business Studies (A-Level)","Theme 3: Investigating Small Businesses","3.1 The entrepreneurial process","The role and importance of small businesses"
"Edexcel","A-LEVEL","Business Studies (A-Level)","Theme 3: Investigating Small Businesses","3.1 The entrepreneurial process","Turning a business idea into a business opportunity"
"Edexcel","A-LEVEL","Business Studies (A-Level)","Theme 3: Investigating Small Businesses","3.1 The entrepreneurial process","Generating and protecting business ideas"
"Edexcel","A-LEVEL","Business Studies (A-Level)","Theme 2: Managing Business Activities","2.3 Managing operations","Quality management"
